"DATA_Y","variable","category","n","share"
2002,"EXP_EDU_BOOKS_COMBINED_EXPENDITURE","無此消費",2541,0.394442719652282
2002,"EXP_EDU_BOOKS_COMBINED_EXPENDITURE_VALUE_SOURCE","missing",56,0.00861803631886734
2002,"EXP_EDU_BOOKS_COMBINED_EXPENDITURE_VALUE_SOURCE","source_question",6442,0.991381963681133
2002,"EXP_FOOD_EXPENDITURE","1萬元至未滿2萬元",4269,0.33054587688734
2002,"EXP_FOOD_EXPENDITURE","20,000-29,999 元",3812,0.295160665892373
2002,"EXP_FOOD_EXPENDITURE","3,000-4,999 元",1425,0.110336817653891
2002,"EXP_FOOD_EXPENDITURE","30,000-39,999 元",748,0.0579171506000774
2002,"EXP_FOOD_EXPENDITURE","40,000-49,999 元",153,0.0118466898954704
2002,"EXP_FOOD_EXPENDITURE","5,000元至未滿1萬元",2477,0.191792489353465
2002,"EXP_FOOD_EXPENDITURE","5萬元以上（請記錄金額）",31,0.00240030971738289
2002,"EXP_FOOD_EXPENDITURE_VALUE_SOURCE","missing",198,0.0150995195607412
2002,"EXP_FOOD_EXPENDITURE_VALUE_SOURCE","source_question",12915,0.984900480439259
2002,"EXP_MEDICAL_EXPENDITURE","1,000元至未滿3,000元",4228,0.328413857386982
2002,"EXP_MEDICAL_EXPENDITURE","1萬元以上（請記錄金額）",511,0.0396924032934597
2002,"EXP_MEDICAL_EXPENDITURE","3,000元至未滿5,000元",1805,0.140205064471027
2002,"EXP_MEDICAL_EXPENDITURE","5,000-6,999 元",813,0.0631505359639584
2002,"EXP_MEDICAL_EXPENDITURE","7,000-9,999 元",541,0.0420226813733105
