variable,label,type,source
g3_2,G3-2.請問您家中目前有沒有繼續在繳房屋貸款？,haven_labelled,99
g3_3,G3-3.請問您家中已經繳了幾年的房屋貸款？,haven_labelled,99
g3_4,G3-4.請問您家中已經有幾年沒有繳房屋貸款？,haven_labelled,99
g3_5,G3-5.請問您家中每個月房屋貸款要繳多少錢？【過去ㄧ年平均每個月的繳款金額】,haven_labelled,99
g4,G4.請問您個人有沒有信用貸款、車貸、信用卡、現金卡等的貸款呢？,haven_labelled,99
g4_1,G4-1.請問您個人的信用貸款、車貸、信用卡、現金卡總共借了多少錢？,haven_labelled,99
g4_2,G4-2.請問您個人每個月要繳納的信用貸款、車貸、信用卡、現金卡等的貸款金額，總共是多,haven_labelled,99
g5,G5.請問您個人有沒有申請創業貸款？,haven_labelled,99
g5_1,G5-1.請問您個人的創業貸款總共借了多少錢？,haven_labelled,99
g5_2,G5-2.請問您個人每個月要繳納的創業貸款總共是多少？【過去ㄧ年平均每個月的金額】,haven_labelled,99
h1,H1.請問您個人每個月「工作薪水、兼差薪水、加班費、退休金，以及從事農林漁業或自己做,haven_labelled,99
h2,H2.請問您個人每個月接受「政府津貼補助、各種保險」收入總共是多少？,haven_labelled,99
h3,H3.請問您個人每個月的「利息、股票買賣、跟會標會、各種投資」收入總共是多少？【過去,haven_labelled,99
h4,H4.請問您個人每個月的「房屋、土地出租租金」收入總共是多少？,haven_labelled,99
h5,H5.除了以上這些收入以外，請問您個人每個月「其他」收入總共是多少？,haven_labelled,99
i1,I1.除了您本人以外，家裡有沒有其他具有原住民身分的家人有固定收入？,haven_labelled,99
i1_1,I1-1.請問家裡其他具有原住民身分且有固定收入的家人總共有幾位？,haven_labelled,99
i2,I2.包含您本人，全家每個月的「工作薪水、兼差薪水、加班費、退休金，或是從事農林漁牧,haven_labelled,99
i3,I3.包含您本人，全家每個月接受「政府發給津貼、補助、各種保險」總收入是多少？【過去,haven_labelled,99
i4,I4.包含您本人，全家每個月的「利息、股票買賣、跟會標會、各種投資」總收入是多少？【,haven_labelled,99
i5,I5.包含您本人，全家每個月的「房屋、土地出租租金」收入總共是多少？【過去ㄧ年平均每,haven_labelled,99
i7,I7.包含您本人，全家每個月除了以上這些收入以外的「其他」收入總共是多少？【過去ㄧ年,haven_labelled,99
j1,J1.請問您全家每個月用在支付「吃飯、蔬菜魚肉、水果、飲料費等」的費用是多少？【過去,haven_labelled,99
j2,J2.請問您全家每個月用在支付「房租、水電瓦斯、住宅裝修等」的費用是多少？【過去ㄧ年,haven_labelled,99
j3,J3.請問您全家每個月用在支付「上下班上下學通勤、搭乘交通工具、汽機車保養油錢、市內,haven_labelled,99
j4,J4.請問您全家每個月用在支付「看病就醫、繳保險費、購買醫療設備等」的費用是多少？【,haven_labelled,99
j5,J5.請問您全家每個月用在支付「抽煙、飲酒、吃檳榔等」的費用是多少？【過去ㄧ年平均每,haven_labelled,99
j6,J6.請問您全家每個月用在支付「繳各種稅、勞健保、農漁保險、紅白包禮金、捐款」的費用,haven_labelled,99
j7_1_1,J7-1.請問您家庭過去一年有沒有打掃家庭/洗衣洗碗/請傭人的支出,haven_labelled,99
j7_1_2,J7-1.平均每個月支出金額,haven_labelled,99
j7_2_1,J7-2.請問您家庭過去一年有沒有各項學費/補習費/報紙雜誌書籍文具的支出,haven_labelled,99
j7_2_2,J7-2.平均每個月支出金額,haven_labelled,99
j7_3_1,J7_3.請問您家庭過去一年有沒有國內外旅遊/運動娛樂消遣的支出,haven_labelled,99
j7_3_2,J7_3.平均每個月支出金額,haven_labelled,99
j7_4_1,J7_4.請問您家庭過去一年有沒有利息/各項貸款/跟會的支出,haven_labelled,99
j7_4_2,J7_4.平均每個月支出金額,haven_labelled,99
j7_5_1,J7_5.請問您家庭過去一年有沒有買衣服/鞋子/襪子各項衣物的支出,haven_labelled,99
j7_5_2,J7_5.平均每個月支出金額,haven_labelled,99
j7_6_1,J7_6.請問您家庭過去一年有沒有購買傢俱/家庭電器/廚房用具的支出,haven_labelled,99
j7_6_2,J7_6.平均每個月支出金額,haven_labelled,99
j7_7_1,J7_7.請問您家庭過去一年有沒有兒童照顧/老人照顧/身心障礙者照顧的支出,haven_labelled,99
j7_7_2,J7_7.平均每個月支出金額,haven_labelled,99
j7_8_1,J7_8.請問您家庭過去一年有沒有其他費用的支出,haven_labelled,99
j7_8_2,J7_8.平均每個月支出金額,haven_labelled,99
j7_9,J7_9.請問您家庭過去一年沒有上述之支出,haven_labelled,99
k1_1,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,99
k1_2,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,99
k1_3,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,99
k1_4,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,99
k1_5,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,99
k1_6,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,99
k1_7,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,99
k1_8,K1.請問您個人目前有從事以下哪些投資嗎？(可複選),haven_labelled,99
k1_1a,K1-1.請問您個人每個月用於投資的金額是多少？,haven_labelled,99
k2,K2.請問您個人每個月可以儲蓄（存錢）的金額是多少？,haven_labelled,99
l1,L1.請問您或您的家人最需要政府提供什麼幫忙？,haven_labelled,99
l2,L2.請問您知不知道「原住民綜合發展基金貸款」？,haven_labelled,99
l2_1,L2-1.請問您個人或您的家人有沒有申請「原住民綜合發展基金貸款」？,haven_labelled,99
l2_2_1,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,99
l2_2_2,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,99
l2_2_3,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,99
l2_2_4,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,99
l2_2_5,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,99
l2_2_6,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,99
l2_2_7,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,99
l2_2_8,L2-2.請問您或您的家人沒有申請「原住民綜合發展基金貸款」的原因有哪些？(可複選),haven_labelled,99
l2_3_1,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,99
l2_3_2,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,99
l2_3_3,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,99
l2_3_4,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,99
l2_3_5,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,99
l2_3_6,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,99
l2_3_7,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,99
l2_3_8,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,99
l2_3_9,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,99
l2_3_10,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,99
l2_3_11,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,99
l2_3_12,L2-3.請問您希望透過哪一種媒體看到或聽到有關「原住民綜合發展基金貸款」的相關資訊？(,haven_labelled,99
l3_1,L3.請問您或您的家人有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款？房屋貸款？創,haven_labelled,99
l3_2,L3.請問您或您的家人有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款？房屋貸款？創,haven_labelled,99
l3_3,L3.請問您或您的家人有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款？房屋貸款？創,haven_labelled,99
l3_4,L3.請問您或您的家人有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款？房屋貸款？創,haven_labelled,99
l3_5,L3.請問您或您的家人有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款？房屋貸款？創,haven_labelled,99
l3_6,L3.請問您或您的家人有沒有需要信用貸款、汽車貸款、信用卡、現金卡貸款？房屋貸款？創,haven_labelled,99
l4,L4.如果您需要貸款，請問您最希望從農會、儲蓄互助社，還是ㄧ般銀行取得資金？,haven_labelled,99
m1,M1.請問您需不需要負責家計？,haven_labelled,99
m2,M2.請問您所屬的族別？,haven_labelled,99
m3,M3. 請問您今年幾歲？,haven_labelled,99
m4,M4.請問您的教育程度？,haven_labelled,99
